Site,Q_StartTime,Q_EndTime,Q_PeakTime,Q_Total_mm,Q_Runoff_mm,Q_Peak_cms.sqkm,Q_Peak_cfs,Q_Duration_hrs,Q_TimeToFlowPeak_hrs,Q_RiseRate_cms.hr,Q_PriorDry_hrs,Q_Runoff_PrecipRatio,Q_Total_PrecipRatio,Precip_StartTime,Precip_EndTime,Precip_Total_mm,Precip_Duration_hrs,Precip_PriorDry_hrs
Forested Control,9/30/2014 21:00,10/1/2014 7:15, 2014-09-30 23:50:00,0.32,0.12,0.011,1.35,10.25,2.83,0.014,125.83,0.00567,0.01557,9/30/2014 20:30,9/30/2014 21:30,20.828,1,132.25
Forested Control,10/3/2014 22:10,10/4/2014 11:30, 2014-10-04 02:35:00,0.8,0.47,0.04,4.85,13.33,4.42,0.031,62.83,0.02225,0.03772,10/3/2014 19:15,10/4/2014 1:15,21.336,6,69.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/7/2014 12:15,10/7/2014 21:15,3.302,9,83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/10/2014 12:15,10/10/2014 14:45,0.762,2.5,63
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/11/2014 0:15,10/11/2014 8:45,7.112,8.5,9.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/13/2014 8:00,10/13/2014 10:45,2.032,2.75,47.25
Forested Control,10/15/2014 5:05,10/16/2014 4:50, 2014-10-15 14:25:00,0.93,0.39,0.016,1.88,23.75,9.33,0.006,257.5,0.01605,0.03873,10/14/2014 23:30,10/15/2014 20:30,24.13,21,24
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/16/2014 15:45,10/16/2014 16:15,1.27,0.5,19.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/21/2014 17:45,10/22/2014 15:00,14.732,21.25,20.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/29/2014 11:45,10/29/2014 14:15,2.794,2.5,164.75
Forested Control,11/6/2014 5:05,11/6/2014 19:15, 2014-11-06 08:05:00,0.57,0.26,0.016,1.88,14.17,3,0.018,356.17,0.01409,0.03047,11/5/2014 21:45,11/6/2014 14:15,18.796,10,175.5
Forested Control,11/17/2014 11:05,11/18/2014 0:25, 2014-11-17 14:10:00,0.45,0.15,0.01,1.26,13.33,3.08,0.012,255.75,0.0099,0.02988,11/16/2014 17:30,11/17/2014 12:45,14.986,19.25,69.25
Forested Control,11/24/2014 1:55,11/24/2014 14:50, 2014-11-24 04:25:00,0.44,0.13,0.01,1.17,12.92,2.5,0.013,145.42,0.01003,0.03369,11/23/2014 20:45,11/24/2014 5:15,12.954,8.5,152
Forested Control,11/26/2014 8:40,11/27/2014 2:50, 2014-11-26 11:40:00,1.16,0.55,0.035,4.17,18.17,3,0.039,41.75,0.01804,0.03851,11/26/2014 4:15,11/26/2014 20:45,30.226,16.5,47
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/1/2014 16:15,12/2/2014 8:00,4.572,15.75,78.5
Forested Control,12/3/2014 0:55,12/3/2014 10:05, 2014-12-03 01:20:00,0.32,0.1,0.01,1.17,9.17,0.42,0.079,142,0.01219,0.04103,12/2/2014 15:00,12/3/2014 4:15,7.874,13.25,7
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/5/2014 9:45,12/5/2014 21:30,2.794,11.75,53.5
Forested Control,12/6/2014 16:55,12/7/2014 12:35, 2014-12-07 00:10:00,1.14,0.54,0.024,2.86,19.67,7.25,0.011,78.75,0.03853,0.08187,12/6/2014 11:00,12/6/2014 22:00,13.97,11,13.5
Forested Control,12/9/2014 5:50,12/10/2014 9:40, 2014-12-09 15:15:00,3.05,1.79,0.069,8.24,27.83,9.42,0.025,41.17,0.09278,0.15813,12/8/2014 22:30,12/9/2014 14:15,19.304,15.75,48.5
Forested Control,12/16/2014 14:10,12/17/2014 3:50, 2014-12-16 17:40:00,0.57,0.17,0.012,1.45,13.67,3.5,0.012,148.42,0.01612,0.05487,12/16/2014 10:30,12/16/2014 13:15,10.414,2.75,164.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/22/2014 12:45,12/23/2014 12:30,9.398,23.75,143.5
Forested Control,12/24/2014 1:25,12/26/2014 3:30, 2014-12-24 11:05:00,7.55,3.89,0.16,19.2,50.08,9.67,0.056,12.33,0.17997,0.34988,12/24/2014 0:15,12/25/2014 4:45,21.59,22.25,11.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/28/2014 17:00,12/28/2014 22:30,0.762,5.5,84.25
Forested Control,1/3/2015 21:45,1/5/2015 21:50, 2015-01-04 07:35:00,6.14,3.06,0.16,19.2,48.08,9.83,0.055,210.17,0.11162,0.22388,1/3/2015 7:45,1/4/2015 19:45,27.432,36,129.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/6/2015 4:45,1/6/2015 10:00,5.588,5.25,33
Forested Control,1/12/2015 10:10,1/13/2015 17:25, 2015-01-12 16:20:00,3.96,1.96,0.059,7.03,31.25,6.17,0.032,156.25,0.11046,0.22274,1/11/2015 22:15,1/12/2015 21:45,17.78,23.5,132.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/21/2015 11:15,1/21/2015 15:15,5.334,4,205.5
Forested Control,1/23/2015 22:15,1/25/2015 22:50, 2015-01-24 03:40:00,8.61,4.39,0.199,23.9,48.58,5.42,0.125,180.33,0.18197,0.35672,1/23/2015 18:15,1/24/2015 6:00,24.13,11.75,51
Forested Control,1/27/2015 3:35,1/27/2015 7:30, 2015-01-27 03:35:00,0.25,0.03,0.018,2.13,3.92,0,0,28.67,0.00434,0.03495,1/26/2015 5:15,1/27/2015 1:45,7.112,20.5,47.25
Forested Control,2/2/2015 9:55,2/3/2015 8:20, 2015-02-02 16:10:00,1.6,0.54,0.028,3.38,22.42,6.25,0.015,129.92,0.07816,0.23269,2/1/2015 22:15,2/2/2015 9:00,6.858,10.75,77.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/14/2015 18:45,2/14/2015 19:15,1.27,0.5,119
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/26/2015 5:15,2/26/2015 9:30,2.794,4.25,90.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/1/2015 9:30,3/1/2015 18:45,5.334,9.25,72
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/20/2015 2:45,3/20/2015 14:00,12.446,11.25,124.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/25/2015 8:45,3/25/2015 9:15,0.508,0.5,114.75
Forested Control,3/26/2015 18:35,3/28/2015 13:00, 2015-03-27 05:20:00,6.99,3.27,0.147,17.6,42.42,10.75,0.046,56.17,0.14301,0.30573,3/26/2015 17:45,3/27/2015 6:30,22.86,12.75,7.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/31/2015 14:45,3/31/2015 18:30,1.524,3.75,104.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/3/2015 6:00,4/3/2015 19:15,4.826,13.25,59.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/4/2015 2:45,4/4/2015 8:30,1.778,5.75,7.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/7/2015 2:30,4/7/2015 3:15,1.016,0.75,66
Forested Control,4/8/2015 0:50,4/9/2015 11:15, 2015-04-08 10:15:00,5,2.24,0.074,8.87,34.42,9.42,0.027,134.75,0.14672,0.32785,4/7/2015 17:30,4/9/2015 7:45,15.24,19,14.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/9/2015 19:45,4/10/2015 1:45,6.858,6,12
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/14/2015 4:00,4/14/2015 15:45,5.588,11.75,85.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/14/2015 22:15,4/14/2015 23:15,1.27,1,6.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/16/2015 22:30,4/17/2015 3:15,4.572,4.75,47.25
Forested Control,4/20/2015 0:15,4/21/2015 12:45, 2015-04-20 04:20:00,7.63,4.16,0.245,29.4,36.5,4.08,0.204,184,0.15462,0.28321,4/19/2015 18:30,4/21/2015 1:45,26.924,14.75,63.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/22/2015 12:15,4/22/2015 12:45,1.524,0.5,34.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/25/2015 18:30,4/25/2015 23:30,6.858,5,77.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/30/2015 14:00,4/30/2015 20:30,7.112,6.5,110.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/5/2015 16:45,5/5/2015 17:15,0.508,0.5,116.25
Forested Control,5/6/2015 17:15,5/7/2015 15:05, 2015-05-06 19:00:00,3.43,2.01,0.189,22.7,21.83,1.75,0.367,132.67,0.06535,0.11151,5/6/2015 16:45,5/6/2015 23:30,30.734,6.75,23.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/16/2015 16:30,5/16/2015 17:45,2.286,1.25,13
Forested Control,5/18/2015 21:55,5/19/2015 7:45, 2015-05-18 23:25:00,0.57,0.24,0.023,2.71,9.83,1.5,0.051,270.75,0.01871,0.04475,5/18/2015 21:45,5/19/2015 2:30,12.7,4.75,52
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/21/2015 4:45,5/21/2015 12:15,2.032,7.5,6.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/21/2015 19:45,5/22/2015 1:30,0.508,5.75,7.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/22/2015 19:30,5/22/2015 20:45,0.508,1.25,18
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/27/2015 13:45,5/27/2015 15:00,2.794,1.25,113
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/31/2015 22:30,6/1/2015 2:45,6.604,4.25,91
Forested Control,6/1/2015 19:10,6/2/2015 19:25, 2015-06-01 20:10:00,4.34,2.93,0.245,29.4,24.25,1,0.833,9.75,0.12151,0.1799,6/1/2015 17:00,6/2/2015 18:30,24.13,25.5,14.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/3/2015 22:30,6/4/2015 11:00,2.286,12.5,28
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/4/2015 17:15,6/5/2015 5:30,4.318,12.25,6.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/8/2015 18:30,6/8/2015 20:15,3.556,1.75,85
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/13/2015 23:30,6/14/2015 0:00,0.762,0.5,123.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/14/2015 15:30,6/14/2015 16:15,35.814,0.75,15.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/15/2015 6:00,6/15/2015 7:30,0.508,1.5,13.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/15/2015 15:45,6/15/2015 17:15,13.97,1.5,8.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/17/2015 21:15,6/18/2015 2:15,7.112,5,52
Forested Control,6/18/2015 15:15,6/19/2015 1:50, 2015-06-18 17:20:00,0.83,0.5,0.069,8.24,10.58,2.08,0.112,379.75,0.10314,0.17244,6/18/2015 15:00,6/19/2015 0:45,4.826,9.75,12.75
Forested Control,6/20/2015 19:20,6/21/2015 12:45, 2015-06-20 21:00:00,1.57,0.93,0.127,15.2,17.42,1.67,0.258,41.42,0.0441,0.07432,6/20/2015 18:30,6/21/2015 4:15,21.082,9.75,41.75
Forested Control,6/23/2015 16:50,6/24/2015 15:00, 2015-06-23 18:45:00,3.78,2.74,0.332,39.9,22.17,1.92,0.588,52,0.08548,0.11824,6/23/2015 17:00,6/23/2015 18:15,32.004,1.25,60.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/25/2015 18:30,6/25/2015 20:30,10.414,2,48.25
Forested Control,6/27/2015 11:50,6/29/2015 13:55, 2015-06-27 15:10:00,24.39,16.94,2.007,241,50.08,3.33,2.049,33.08,0.24611,0.35431,6/27/2015 1:30,6/28/2015 1:15,68.834,14.5,29
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/30/2015 23:15,7/1/2015 2:00,5.842,2.75,70
Forested Control,7/2/2015 6:10,7/2/2015 22:05, 2015-07-02 08:30:00,0.98,0.22,0.023,2.71,15.92,2.33,0.033,18.67,0.02763,0.11997,7/2/2015 4:15,7/2/2015 8:15,8.128,4,26.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/4/2015 3:30,7/4/2015 17:00,8.636,13.5,43.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/6/2015 8:15,7/6/2015 8:45,0.762,0.5,7.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/6/2015 16:00,7/6/2015 19:15,2.032,3.25,7.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/8/2015 9:45,7/8/2015 18:15,2.286,8.5,38.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/9/2015 22:00,7/9/2015 22:30,1.524,0.5,27.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/11/2015 3:45,7/11/2015 6:00,1.27,2.25,29.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/13/2015 6:30,7/13/2015 7:30,1.016,1,48.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/14/2015 1:45,7/14/2015 4:00,7.112,2.25,18.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/14/2015 21:00,7/15/2015 1:45,4.318,4.75,17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/18/2015 8:15,7/18/2015 10:00,5.08,1.75,78.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/27/2015 3:15,7/27/2015 4:00,1.778,0.75,209.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/29/2015 16:00,7/29/2015 16:15,0.508,0.25,60
Forested Control,7/30/2015 12:10,7/30/2015 22:00, 2015-07-30 14:00:00,0.59,0.37,0.049,5.87,9.83,1.83,0.091,201.17,0.01832,0.02894,7/30/2015 12:00,7/30/2015 12:45,20.32,0.75,19.75
Forested Control,8/4/2015 3:45,8/4/2015 12:45, 2015-08-04 06:15:00,0.26,0.11,0.009,1.09,9,2.5,0.012,101.67,0.01296,0.03059,8/4/2015 3:45,8/4/2015 4:15,8.636,0.5,111
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/4/2015 18:45,8/4/2015 19:00,3.81,0.25,14.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/6/2015 21:30,8/6/2015 23:45,1.016,2.25,50.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/10/2015 23:00,8/11/2015 2:15,1.016,3.25,95.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/11/2015 13:15,8/11/2015 13:30,1.016,0.25,11
Forested Control,8/20/2015 3:20,8/20/2015 10:00, 2015-08-20 03:35:00,0.16,0.07,0.008,1.01,6.67,0.25,0.114,374.5,0.00885,0.0209,8/19/2015 22:00,8/20/2015 3:45,7.62,5.75,200.5
Forested Control,8/20/2015 17:05,8/20/2015 22:20, 2015-08-20 17:35:00,0.16,0.07,0.01,1.17,5.25,0.5,0.066,7,0.0067,0.01576,8/20/2015 16:45,8/20/2015 18:15,10.414,1.5,13
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/24/2015 16:00,8/24/2015 18:30,0.508,2.5,93.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/10/2015 4:15,9/10/2015 5:00,1.016,0.75,393.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/10/2015 11:30,9/10/2015 12:00,0.508,0.5,6.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/12/2015 8:45,9/12/2015 17:00,8.382,8.25,44.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/21/2015 17:30,9/22/2015 2:45,10.668,9.25,216.5
Forested Control,9/29/2015 17:25,9/30/2015 10:30, 2015-09-29 21:55:00,3.28,2.74,0.379,45.5,17.08,4.5,0.286,177.83,0.03683,0.04404,9/29/2015 15:15,9/30/2015 12:00,74.422,20.75,180.5
Forested Control,10/2/2015 13:00,10/3/2015 20:50, 2015-10-03 06:35:00,1.73,0.67,0.025,3.03,31.83,17.58,0.005,50.42,0.01507,0.03901,10/1/2015 5:15,10/3/2015 18:00,44.45,60.75,17.25
Forested Control,10/28/2015 10:30,10/30/2015 0:35, 2015-10-28 20:20:00,10.49,8.42,0.825,99.1,38.08,9.83,0.285,562.5,0.10102,0.12595,10/27/2015 23:15,10/28/2015 23:00,83.312,23.75,64.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/1/2015 7:15,11/1/2015 8:30,1.016,1.25,70
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/4/2015 23:00,11/5/2015 2:15,0.508,3.25,86.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/7/2015 9:45,11/7/2015 11:45,0.762,2,55.5
Forested Control,11/9/2015 22:00,11/11/2015 7:45, 2015-11-10 03:25:00,1.48,0.49,0.015,1.77,33.75,5.42,0.009,261.33,0.01887,0.05654,11/9/2015 16:45,11/10/2015 18:45,26.162,26,53
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/12/2015 8:15,11/12/2015 10:45,6.096,2.5,37.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/19/2015 4:15,11/19/2015 18:15,7.366,14,161.5
Forested Control,12/1/2015 6:50,12/2/2015 6:05, 2015-12-01 13:30:00,3.89,2.56,0.127,15.2,23.25,6.67,0.065,438.83,0.07574,0.11524,11/30/2015 11:45,12/2/2015 16:00,33.782,41.5,25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/9/2015 23:45,12/10/2015 1:00,1.27,1.25,175.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/14/2015 17:15,12/15/2015 0:45,3.302,7.5,112.25
Forested Control,12/17/2015 13:55,12/18/2015 5:05, 2015-12-17 18:20:00,0.69,0.27,0.014,1.65,15.17,4.42,0.011,330.17,0.01985,0.05135,12/17/2015 7:00,12/17/2015 15:15,13.462,8.25,54.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/22/2015 3:30,12/22/2015 7:45,4.826,4.25,7.5
Forested Control,12/23/2015 11:45,12/25/2015 9:20, 2015-12-23 18:15:00,9.7,5.6,0.514,61.7,45.58,6.5,0.269,126.58,0.19674,0.34082,12/23/2015 9:45,12/24/2015 8:30,28.448,11.25,26
Forested Control,12/25/2015 15:40,12/28/2015 10:35, 2015-12-25 17:05:00,16.04,8.29,0.684,82.1,66.92,1.42,1.637,6.25,0.32329,0.62507,12/25/2015 15:00,12/25/2015 18:15,25.654,3.25,30.5
Forested Control,12/29/2015 0:00,12/31/2015 15:45, 2015-12-29 05:10:00,9.69,3.1,0.138,16.6,63.75,5.17,0.091,13.33,0.15838,0.49558,12/28/2015 21:00,12/30/2015 20:15,19.558,15.25,33.5
Forested Control,1/10/2016 0:05,1/12/2016 7:35, 2016-01-10 04:55:00,10.23,4.45,0.257,30.8,55.5,4.83,0.181,192.42,0.14029,0.32226,1/9/2016 22:30,1/10/2016 15:15,31.75,16.75,10
Forested Control,1/15/2016 21:55,1/17/2016 2:50, 2016-01-16 01:40:00,2.62,0.61,0.03,3.57,28.92,3.75,0.027,67.42,0.05582,0.24021,1/15/2016 18:30,1/16/2016 3:00,10.922,8.5,123.25
Forested Control,1/17/2016 15:55,1/17/2016 23:55, 2016-01-17 15:55:00,0.5,0.08,0.018,2.13,8,0,0,13,0.10795,0.65739,1/17/2016 12:45,1/17/2016 14:15,0.762,1.5,33.75
Forested Control,2/16/2016 7:20,2/28/2016 11:55, 2016-02-24 19:10:00,51.39,15.15,0.536,64.3,292.58,203.83,0.009,175.33,0.23864,0.80928,2/15/2016 10:15,2/24/2016 19:00,63.5,64.75,6.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/2/2016 1:15,3/2/2016 1:30,1.27,0.25,150.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/3/2016 21:45,3/4/2016 4:45,2.794,7,44.25
Forested Control,3/13/2016 21:55,3/14/2016 22:20, 2016-03-14 02:45:00,3.06,1.38,0.069,8.24,24.42,4.83,0.048,253.17,0.06176,0.13686,3/13/2016 12:00,3/15/2016 5:30,22.352,20.5,223.25
Forested Control,3/19/2016 15:45,3/20/2016 6:50, 2016-03-19 18:05:00,0.95,0.16,0.018,2.13,15.08,2.33,0.026,82.08,0.01576,0.09627,3/19/2016 11:30,3/19/2016 20:00,9.906,8.5,102
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/25/2016 7:45,3/25/2016 8:30,2.794,0.75,131.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/27/2016 19:30,3/28/2016 8:00,6.604,12.5,59
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/2/2016 5:15,4/2/2016 8:30,3.81,3.25,21
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/2/2016 21:30,4/3/2016 2:15,1.016,4.75,13
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/4/2016 14:30,4/4/2016 16:45,3.048,2.25,36.25
Forested Control,4/7/2016 7:45,4/8/2016 20:15, 2016-04-07 11:10:00,5.95,2.93,0.142,17.1,36.5,3.42,0.142,231.83,0.11788,0.23906,4/7/2016 6:15,4/7/2016 19:30,24.892,13.25,61.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/9/2016 3:30,4/9/2016 5:30,3.048,2,32
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/11/2016 2:30,4/11/2016 7:45,1.016,5.25,45
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/12/2016 5:00,4/12/2016 7:00,0.762,2,21.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/22/2016 10:30,4/22/2016 13:30,1.016,3,243.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/23/2016 5:45,4/23/2016 9:15,3.556,3.5,16.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/27/2016 8:00,4/27/2016 8:30,0.508,0.5,94.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/28/2016 7:30,4/28/2016 14:30,9.652,7,23
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/28/2016 20:30,4/28/2016 21:15,0.508,0.75,6
Forested Control,5/1/2016 8:05,5/1/2016 22:40, 2016-05-01 10:40:00,0.91,0.33,0.019,2.27,14.58,2.58,0.025,514.67,0.0173,0.04725,4/30/2016 19:45,5/2/2016 7:30,19.304,24,10.75
Forested Control,5/2/2016 19:45,5/3/2016 16:20, 2016-05-03 00:15:00,1.8,0.69,0.037,4.39,20.58,4.5,0.028,9.08,0.06487,0.16872,5/2/2016 19:15,5/3/2016 3:00,10.668,7.75,11.75
Forested Control,5/3/2016 23:25,5/4/2016 21:30, 2016-05-04 02:05:00,1.71,0.47,0.027,3.2,22.08,2.67,0.034,7,0.05971,0.21725,5/3/2016 21:15,5/3/2016 23:30,7.874,2.25,18.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/5/2016 12:00,5/5/2016 23:00,3.302,11,36.5
Forested Control,5/6/2016 12:10,5/8/2016 17:10, 2016-05-06 16:45:00,14.42,7.36,0.282,33.9,53,4.58,0.21,38.58,0.24559,0.48113,5/6/2016 8:15,5/8/2016 3:00,29.972,23,9.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/9/2016 10:30,5/9/2016 14:00,1.524,3.5,31.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/10/2016 23:00,5/11/2016 0:00,0.762,1,9.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/11/2016 6:45,5/11/2016 15:45,4.572,9,6.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/13/2016 8:15,5/13/2016 11:00,1.778,2.75,25.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/14/2016 13:30,5/14/2016 14:45,3.81,1.25,26.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/17/2016 6:15,5/17/2016 16:15,6.35,10,63.5
Forested Control,5/22/2016 13:35,5/23/2016 15:15, 2016-05-22 17:20:00,1.84,0.48,0.023,2.71,25.67,3.75,0.02,18.83,0.0179,0.06906,5/21/2016 2:45,5/23/2016 16:45,26.67,45.5,82.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/24/2016 0:30,5/24/2016 1:00,2.794,0.5,7.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/2/2016 23:30,6/3/2016 4:15,1.524,4.75,238.5
Forested Control,6/3/2016 14:55,6/4/2016 2:00, 2016-06-03 16:35:00,0.9,0.51,0.061,7.35,11.08,1.67,0.125,263.58,0.03569,0.06298,6/3/2016 15:00,6/3/2016 15:30,14.224,0.5,10.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/5/2016 0:15,6/5/2016 1:45,0.508,1.5,32.75
Forested Control,6/5/2016 15:40,6/6/2016 0:50, 2016-06-05 18:20:00,0.49,0.17,0.018,2.13,9.17,2.67,0.023,37.58,0.01438,0.04112,6/5/2016 15:15,6/5/2016 16:30,11.938,1.25,13.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/7/2016 14:00,6/7/2016 14:30,4.572,0.5,45.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/15/2016 5:15,6/15/2016 10:00,0.762,4.75,163
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/15/2016 23:45,6/16/2016 7:45,2.032,8,13.75
Forested Control,6/16/2016 20:45,6/17/2016 4:40, 2016-06-16 22:45:00,0.29,0.07,0.01,1.26,7.92,2,0.018,259.83,0.00514,0.02022,6/16/2016 19:30,6/16/2016 21:45,14.478,2.25,11.75
Forested Control,6/21/2016 13:15,6/22/2016 8:50, 2016-06-21 19:15:00,1.75,1.06,0.059,7.03,19.58,6,0.033,104.5,0.02861,0.04723,6/21/2016 13:00,6/21/2016 21:15,37.084,8.25,111.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/23/2016 4:30,6/23/2016 7:15,7.112,2.75,31.25
